pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,4/20/2019,82.7,-3.4713,5.3887,Jose Berrios,448801,621244,null,ball,,,,,11,null,R,L,R,BAL,MIN,B,null,null,2,1,2019,-1.2676,0.4495,-1.6441,2.8355,null,null,547004,2,3,Bot,null,null,,,488771,,190420_211319,6.6071,-120.2263,-0.2083,-13.5024,22.381,-27.9959,3.5981,1.6818,null,null,null,82.658,1776,6.225,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2748,null,null,null,null,null,null,null,30,4,Changeup,3,2,3,2,2,3,3,2,Infield shift,Standard
FF,4/20/2019,92.5,-3.3132,5.626,Jose Berrios,448801,621244,null,ball,,,,,3,null,R,L,R,BAL,MIN,B,null,null,1,1,2019,-0.7721,1.3342,0.8253,3.5569,null,null,547004,2,3,Bot,null,null,,,488771,,190420_211258,12.2841,-134.1476,-2.3561,-12.1057,29.6846,-15.6375,3.6923,1.624,null,null,null,92.637,2122,6.609,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.8906,null,null,null,null,null,null,null,30,3,4-Seam Fastball,3,2,3,2,2,3,3,2,Infield shift,Standard
CH,4/20/2019,83.2,-3.3291,5.3338,Jose Berrios,448801,621244,null,ball,,,,,13,null,R,L,R,BAL,MIN,B,null,null,0,1,2019,-1.3813,0.657,-0.0627,1.2741,null,null,547004,2,3,Bot,null,null,,,488771,,190420_211238,10.1382,-120.6193,-4.064,-15.4047,23.638,-25.2176,3.6664,1.7095,null,null,null,82.784,1770,6.235,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2645,null,null,null,null,null,null,null,30,2,Changeup,3,2,3,2,2,3,3,2,Infield shift,Standard
FF,4/20/2019,92.5,-3.2565,5.6126,Jose Berrios,448801,621244,null,swinging_strike,,,,,1,null,R,L,R,BAL,MIN,S,null,null,0,0,2019,-0.8912,1.5026,-0.5924,3.6357,null,null,547004,2,3,Bot,null,null,,,488771,,190420_211218,8.7697,-134.3898,-2.4981,-12.788,29.9797,-13.5664,3.6,1.73,null,null,null,92.612,2070,6.509,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.9902,null,null,null,null,null,null,null,30,1,4-Seam Fastball,3,2,3,2,2,3,3,2,Infield shift,Standard
FT,4/20/2019,90.6,-3.1251,5.5801,Jose Berrios,593643,621244,field_out,hit_into_play,,,,,4,Hanser Alberto lines out to left fielder Eddie Rosario.  ,R,R,R,BAL,MIN,X,7,line_drive,0,0,2019,-1.3859,0.9806,-0.5242,2.4373,null,null,547004,1,3,Bot,56.42,108.8,,,488771,,190420_211138,9.5224,-131.6277,-4.0373,-18.2556,27.4577,-20.0182,3.6,1.73,269,77.2,25.4,91.037,2100,6.603,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.8966,0.61,0.543,0,1,0,0,4,29,1,2-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
FT,4/20/2019,92.4,-3.3349,5.5629,Jose Berrios,547004,621244,single,hit_into_play_no_out,,,,,1,Rio Ruiz singles on a sharp line drive to right fielder Jake Cave.  ,R,L,R,BAL,MIN,X,9,line_drive,0,0,2019,-1.3369,0.96,-0.4447,3.05,null,null,null,1,3,Bot,167.72,84.52,,,488771,,190420_211056,10.3506,-134.2716,-2.7137,-18.5207,27.8946,-20.0474,3.4,1.57,244,102.2,13.9,92.988,2188,6.623,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.8769,0.752,0.78,0.9,1,1,0,4,28,1,2-Seam Fastball,3,2,3,2,2,3,3,2,Infield shift,Standard
CU,4/20/2019,80.1,-3.5597,5.427,Jose Berrios,600524,621244,home_run,hit_into_play_score,,,,,8,Renato Nunez homers (3) on a fly ball to center field.  ,R,R,R,BAL,MIN,X,null,fly_ball,0,1,2019,1.4487,-0.2506,0.1786,1.6286,null,null,null,1,3,Bot,113.02,25.73,,,488771,,190420_211007,5.5287,-116.5748,-1.2517,12.1171,20.5824,-34.4381,3.47,1.64,410,108.3,32.3,79.854,2098,5.975,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.5247,0.95,1.85,2,1,0,3,6,27,2,Curveball,2,2,2,2,2,2,2,2,Standard,Standard
CU,4/20/2019,81.3,-3.4214,5.5971,Jose Berrios,600524,621244,null,called_strike,,,,,4,null,R,R,R,BAL,MIN,S,null,null,0,0,2019,1.5224,-0.3192,-0.2767,2.6427,null,null,null,1,3,Bot,null,null,,,488771,,190420_210941,4.1548,-118.2991,0.5716,13.1914,22.5793,-35.4622,3.6664,1.6818,null,null,null,80.47,2287,5.723,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.7767,null,null,null,null,null,null,null,27,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard
FT,4/20/2019,91.6,-3.3979,5.5422,Jose Berrios,596105,621244,home_run,hit_into_play_score,,,,,4,Dwight Smith homers (4) on a fly ball to left center field.   Trey Mancini scores.  ,R,L,R,BAL,MIN,X,null,fly_ball,1,0,2019,-1.0767,0.92,-0.4481,2.2645,null,641820,null,1,3,Bot,78.58,41.18,,,488771,,190420_210849,9.7315,-133.1095,-4.4127,-14.7169,25.7437,-20.5531,3.48,1.6,389,103.6,23.9,91.735,2070,6.225,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2744,0.892,1.631,2,1,0,3,6,26,2,2-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CH,4/20/2019,83.1,-3.3716,5.4042,Jose Berrios,596105,621244,null,ball,,,,,13,null,R,L,R,BAL,MIN,B,null,null,0,0,2019,-1.1202,-0.0036,-1.8238,1.6448,null,641820,null,1,3,Bot,null,null,,,488771,,190420_210822,5.7262,-120.8589,-2.1336,-12.0593,23.4558,-32.0134,3.6387,1.5977,null,null,null,83.041,1502,6.27,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2293,null,null,null,null,null,null,null,26,1,Changeup,0,2,0,2,2,0,0,2,Standard,Standard
CU,4/20/2019,80.3,-3.4163,5.5388,Jose Berrios,641820,621244,double,hit_into_play_no_out,,,,,7,Trey Mancini doubles (8) on a sharp line drive to left fielder Eddie Rosario.  ,R,R,R,BAL,MIN,X,7,line_drive,0,0,2019,1.1437,-0.1768,-0.5648,2.0394,null,null,null,1,3,Bot,41.47,116.28,,,488771,,190420_210730,4.1507,-116.7759,-0.7105,9.4814,22.2496,-33.8702,3.64,1.68,278,102.4,17.5,79.574,2341,5.847,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6526,0.518,0.636,1.25,1,1,1,5,25,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,4/20/2019,93.4,-3.3232,5.6242,Jose Berrios,542340,621244,strikeout,foul_tip,,,,,2,Jonathan Villar strikes out on a foul tip.  ,R,L,R,BAL,MIN,S,2,null,0,2,2019,-0.8532,1.4461,-0.0505,2.9307,null,null,null,0,3,Bot,null,null,,,488771,,190420_210657,10.2454,-135.5469,-4.311,-12.6584,28.8169,-13.7113,3.42,1.7,null,null,null,93.098,2213,6.197,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.3021,null,null,0,1,0,0,null,24,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,4/20/2019,92.3,-3.3294,5.6065,Jose Berrios,542340,621244,null,foul,,,,,5,null,R,L,R,BAL,MIN,S,null,null,0,1,2019,-0.6771,1.3648,-0.0081,2.4402,null,null,null,0,3,Bot,null,null,,,488771,,190420_210635,9.9617,-134.1418,-5.2848,-10.1929,25.5253,-14.6252,3.42,1.7,null,null,null,93.037,2165,6.527,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.9725,null,null,null,null,null,null,null,24,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CU,4/20/2019,78.7,-3.5634,5.5813,Jose Berrios,542340,621244,null,called_strike,,,,,1,null,R,L,R,BAL,MIN,S,null,null,0,0,2019,1.6163,-0.7351,-0.5118,3.3386,null,null,null,0,3,Bot,null,null,,,488771,,190420_210619,3.645,-114.4621,3.2924,13.246,21.7432,-39.3849,3.5555,1.7651,null,null,null,77.97,2261,5.866,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6333,null,null,null,null,null,null,null,24,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,4/20/2019,92.8,-3.257,5.5727,Jose Berrios,656775,621244,field_out,hit_into_play,,,,,6,Cedric Mullins pops out to shortstop Jorge Polanco.  ,R,L,R,BAL,MIN,X,6,popup,0,0,2019,-0.4973,1.3232,0.548,2.589,547004,593643,null,2,2,Bot,141.4,123.57,,,488771,,190420_205254,10.8732,-134.6741,-4.7378,-8.5175,29.9716,-15.0995,3.32,1.56,187,90.8,59.3,93.033,2152,6.632,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.8673,0.01,0.016,0,1,0,0,3,19,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
CU,4/20/2019,81.4,-3.3504,5.5806,Jose Berrios,600474,621244,field_out,hit_into_play,,,,,6,"Pedro Severino grounds out, third baseman Marwin Gonzalez to first baseman Willians Astudillo.   Rio Ruiz to 3rd.    Hanser Alberto to 2nd.  ",R,R,R,BAL,MIN,X,5,ground_ball,0,2,2019,1.3807,-0.2872,0.8106,2.4811,null,547004,593643,1,2,Bot,110.83,176.1,,,488771,,190420_205151,6.6791,-118.3376,0.2119,11.4868,23.1231,-35.1141,3.32,1.56,2,69.1,-49.3,80.826,2369,6.004,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.4956,0.138,0.121,0,1,0,0,2,18,3,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FT,4/20/2019,91.3,-3.3499,5.4629,Jose Berrios,600474,621244,null,swinging_strike,,,,,13,null,R,R,R,BAL,MIN,S,null,null,0,1,2019,-1.3087,0.8101,-1.0566,2.3276,null,547004,593643,1,2,Bot,null,null,,,488771,,190420_205111,8.7276,-132.8162,-3.8511,-17.5801,26.4525,-21.7767,3.32,1.56,null,null,null,92.477,2102,6.851,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.6489,null,null,null,null,null,null,null,18,2,2-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
CU,4/20/2019,80.8,-3.4769,5.4649,Jose Berrios,600474,621244,null,called_strike,,,,,6,null,R,R,R,BAL,MIN,S,null,null,0,0,2019,1.4129,-0.1108,0.3169,2.3555,null,547004,593643,1,2,Bot,null,null,,,488771,,190420_205045,5.758,-117.4964,-0.0543,11.7495,22.6275,-33.4146,3.5555,1.7095,null,null,null,80.101,2244,5.882,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6173,null,null,null,null,null,null,null,18,1,Curveball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,4/20/2019,93.7,-3.2422,5.676,Jose Berrios,448801,621244,strikeout,called_strike,,,,,6,Chris Davis called out on strikes.  ,R,L,R,BAL,MIN,S,2,null,1,2,2019,-0.6569,1.2178,0.3676,2.9753,null,547004,593643,0,2,Bot,null,null,,,488771,,190420_204959,10.8256,-136.1739,-4.0081,-10.4123,26.5486,-16.1832,3.6942,1.7651,null,null,null,94.482,2241,6.566,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.9337,null,null,0,1,0,0,null,17,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,4/20/2019,92.4,-3.449,5.669,Jose Berrios,448801,621244,null,called_strike,,,,,3,null,R,L,R,BAL,MIN,S,null,null,1,1,2019,-0.8199,1.232,0.4525,3.2773,null,547004,593643,0,2,Bot,null,null,,,488771,,190420_204934,11.7701,-134.149,-3.0144,-12.3386,26.0885,-16.6698,3.7773,1.7095,null,null,null,93.045,2141,6.572,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.9278,null,null,null,null,null,null,null,17,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
CU,4/20/2019,82.5,-3.3259,5.5486,Jose Berrios,448801,621244,null,blocked_ball,,,,,14,null,R,L,R,BAL,MIN,B,null,null,0,1,2019,1.4094,-0.2937,1.4328,0.4338,null,547004,593643,0,2,Bot,null,null,,,488771,,190420_204904,8.0521,-119.8084,-4.5249,11.914,21.9421,-34.3636,3.6664,1.7095,null,null,null,81.856,2359,5.85,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6494,null,null,null,null,null,null,null,17,2,Curveball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,4/20/2019,92.4,-3.2794,5.6627,Jose Berrios,448801,621244,null,called_strike,,,,,8,null,R,L,R,BAL,MIN,S,null,null,0,0,2019,-0.911,1.4014,0.1088,1.952,null,547004,593643,0,2,Bot,null,null,,,488771,,190420_204844,10.6071,-133.9963,-6.6587,-13.2605,28.3702,-14.0265,3.7496,1.7373,null,null,null,92.379,2160,6.42,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.0794,null,null,null,null,null,null,null,17,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FT,4/20/2019,91.3,-3.2823,5.4985,Jose Berrios,593643,621244,walk,ball,,,,,13,Hanser Alberto walks.   Rio Ruiz to 2nd.  ,R,R,R,BAL,MIN,B,null,null,3,1,2019,-1.3366,0.7821,-1.0733,2.5448,null,null,547004,0,2,Bot,null,null,,,488771,,190420_204717,8.4396,-132.7874,-3.268,-17.5761,26.3412,-22.4192,3.5833,1.7095,null,null,null,91.649,2178,6.363,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.1362,null,null,0.7,1,0,0,null,16,5,2-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,4/20/2019,91.7,-3.2401,5.5737,Jose Berrios,593643,621244,null,called_strike,,,,,8,null,R,R,R,BAL,MIN,S,null,null,3,0,2019,-0.992,1.3114,-0.2253,1.8239,null,null,547004,0,2,Bot,null,null,,,488771,,190420_204654,9.7079,-133.1174,-6.3983,-13.7708,27.6492,-15.5212,3.5555,1.654,null,null,null,91.439,2213,6.192,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.3076,null,null,null,null,null,null,null,16,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FT,4/20/2019,91.2,-3.2596,5.5677,Jose Berrios,593643,621244,null,ball,,,,,11,null,R,R,R,BAL,MIN,B,null,null,2,0,2019,-1.4082,0.903,-1.5888,2.5982,null,null,547004,0,2,Bot,null,null,,,488771,,190420_204624,7.1828,-132.5374,-3.4644,-18.0361,28.9342,-21.0862,3.4446,1.6818,null,null,null,90.823,2156,6.18,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.3191,null,null,null,null,null,null,null,16,3,2-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FT,4/20/2019,89.9,-3.3043,5.5466,Jose Berrios,593643,621244,null,ball,,,,,11,null,R,R,R,BAL,MIN,B,null,null,1,0,2019,-1.1238,0.8554,-1.2006,3.031,null,null,547004,0,2,Bot,null,null,,,488771,,190420_204558,7.6837,-130.791,-2.1462,-14.6317,25.509,-21.9399,3.5833,1.6262,null,null,null,90.857,2181,6.714,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.7858,null,null,null,null,null,null,null,16,2,2-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FT,4/20/2019,90.2,-3.2905,5.6294,Jose Berrios,593643,621244,null,ball,,,,,11,null,R,R,R,BAL,MIN,B,null,null,0,0,2019,-1.1479,0.7527,-1.3769,3.3579,null,null,547004,0,2,Bot,null,null,,,488771,,190420_204536,7.1956,-131.2694,-1.3331,-14.7342,25.6592,-23.3735,3.0839,1.4319,null,null,null,90.536,2105,6.317,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.1828,null,null,null,null,null,null,null,16,1,2-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
CU,4/20/2019,83,-3.4288,5.5628,Jose Berrios,547004,621244,walk,ball,,,,,14,Rio Ruiz walks.  ,R,L,R,BAL,MIN,B,null,null,3,2,2019,1.617,-0.3614,1.158,1.0767,null,null,null,0,2,Bot,null,null,,,488771,,190420_204455,7.3156,-120.5797,-3.0359,13.9899,23.968,-35.2713,3.4168,1.5985,null,null,null,82.051,2349,5.792,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.7074,null,null,0.7,1,0,0,null,15,7,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
CU,4/20/2019,83.7,-3.4396,5.5382,Jose Berrios,547004,621244,null,ball,,,,,14,null,R,L,R,BAL,MIN,B,null,null,2,2,2019,1.5749,-0.2821,1.5019,0.9323,null,null,null,0,2,Bot,null,null,,,488771,,190420_204429,8.2584,-121.4398,-3.5188,13.4287,26.5562,-34.3955,3.5281,1.5429,null,null,null,82.558,2319,5.955,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.5448,null,null,null,null,null,null,null,15,6,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,4/20/2019,93.8,-3.455,5.5972,Jose Berrios,547004,621244,null,foul,,,,,1,null,R,L,R,BAL,MIN,S,null,null,2,2,2019,-0.7361,1.1941,-0.8231,3.2795,null,null,null,0,2,Bot,null,null,,,488771,,190420_204403,8.5085,-136.4399,-2.9534,-11.1544,29.7263,-16.6398,3.53,1.67,18,45.1,-8.2,94.449,2189,6.668,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.8312,null,null,null,null,null,null,null,15,5,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CU,4/20/2019,83,-3.4108,5.5528,Jose Berrios,547004,621244,null,ball,,,,,14,null,R,L,R,BAL,MIN,B,null,null,1,2,2019,1.4957,-0.2562,0.7935,0.0679,null,null,null,0,2,Bot,null,null,,,488771,,190420_204338,6.6847,-120.5664,-5.5021,13.0778,24.7545,-33.754,3.5281,1.6262,null,null,null,82.541,2367,6.207,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2929,null,null,null,null,null,null,null,15,4,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
CH,4/20/2019,83.2,-3.4897,5.3807,Jose Berrios,547004,621244,null,foul,,,,,7,null,R,L,R,BAL,MIN,S,null,null,1,1,2019,-1.359,0.3283,-0.3528,2.2238,null,null,null,0,2,Bot,null,null,,,488771,,190420_204317,9.7315,-120.6304,-1.3103,-15.0657,25.397,-29.0064,3.53,1.67,191,72.8,57.4,82.162,1868,5.981,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.5183,null,null,null,null,null,null,null,15,3,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard
CH,4/20/2019,83.4,-3.3878,5.3154,Jose Berrios,547004,621244,null,ball,,,,,13,null,R,L,R,BAL,MIN,B,null,null,0,1,2019,-1.2265,0.2479,-1.0129,1.4424,null,null,null,0,2,Bot,null,null,,,488771,,190420_204255,7.8793,-121.1148,-2.8946,-13.6632,24.7832,-29.3672,3.6387,1.7095,null,null,null,83.256,1584,6.414,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.0856,null,null,null,null,null,null,null,15,2,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard
FT,4/20/2019,91.4,-3.3162,5.477,Jose Berrios,547004,621244,null,called_strike,,,,,4,null,R,L,R,BAL,MIN,S,null,null,0,0,2019,-1.2458,1.1764,-0.7492,2.7133,null,null,null,0,2,Bot,null,null,,,488771,,190420_204238,9.1568,-132.7238,-3.5861,-16.7259,29.0483,-17.7037,3.5833,1.5707,null,null,null,91.315,2167,6.404,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.0952,null,null,null,null,null,null,null,15,1,2-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
CU,4/20/2019,82.4,-3.3647,5.5847,Jose Berrios,600524,621244,field_out,hit_into_play,,,,,14,Renato Nunez flies out to right fielder Jake Cave.  ,R,R,R,BAL,MIN,X,9,fly_ball,0,2,2019,1.5203,-0.4854,1.1701,1.5333,null,542340,null,2,1,Bot,160.71,73.78,,,488771,,190420_202341,7.3334,-119.7501,-1.7386,12.9839,22.8096,-36.6716,3.47,1.64,307,94.1,31.1,81.67,2374,5.837,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6629,0.238,0.387,0,1,0,0,3,7,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,4/20/2019,82,-3.3463,5.5428,Jose Berrios,600524,621244,null,foul,,,,,14,null,R,R,R,BAL,MIN,S,null,null,0,1,2019,1.285,-0.2459,0.9778,1.8969,null,542340,null,2,1,Bot,null,null,,,488771,,190420_202304,7.2839,-119.2325,-1.2088,10.7694,22.8183,-34.4951,3.47,1.64,169,72.5,65.8,81.713,2281,6.127,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.3727,null,null,null,null,null,null,null,7,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,4/20/2019,91.8,-3.3382,5.5603,Jose Berrios,600524,621244,null,called_strike,,,,,7,null,R,R,R,BAL,MIN,S,null,null,0,0,2019,-1.2498,0.7277,-0.6227,1.7953,null,542340,null,2,1,Bot,null,null,,,488771,,190420_202242,9.5362,-133.3843,-5.2655,-16.817,25.8776,-22.6359,3.5833,1.6262,null,null,null,91.95,2106,6.242,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2571,null,null,null,null,null,null,null,7,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,4/20/2019,81.9,-3.3522,5.605,Jose Berrios,596105,621244,strikeout,swinging_strike,,,,,14,Dwight Smith strikes out swinging.  ,R,L,R,BAL,MIN,S,2,null,3,2,2019,1.8073,-0.5027,0.5609,1.0382,null,542340,null,1,1,Bot,null,null,,,488771,,190420_202153,5.3576,-119.0405,-2.7304,15.7591,23.9781,-36.5587,3.48,1.6,null,null,null,81.036,2365,5.876,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.6234,null,null,0,1,0,0,null,6,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CH,4/20/2019,84,-3.4821,5.4588,Jose Berrios,596105,621244,null,called_strike,,,,,5,null,R,L,R,BAL,MIN,S,null,null,3,1,2019,-1.2986,0.6481,0.0722,2.7641,null,542340,null,1,1,Bot,null,null,,,488771,,190420_202126,10.8434,-121.902,-1.1408,-15.0952,22.4018,-25.6158,3.5833,1.654,null,null,null,84.409,1816,6.56,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,53.94,null,null,null,null,null,null,null,6,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CU,4/20/2019,82,-3.2766,5.617,Jose Berrios,596105,621244,null,blocked_ball,,,,,14,null,R,L,R,BAL,MIN,B,null,null,2,1,2019,1.2965,-0.1995,1.3035,0.8588,null,542340,null,1,1,Bot,null,null,,,488771,,190420_202053,7.8081,-119.1074,-3.7554,10.5466,23.1668,-33.5502,3.5278,1.5985,null,null,null,80.992,2376,5.731,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.7684,null,null,null,null,null,null,null,6,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CH,4/20/2019,84.1,-3.3115,5.4905,Jose Berrios,596105,621244,null,ball,,,,,13,null,R,L,R,BAL,MIN,B,null,null,1,1,2019,-0.8815,0.4954,-1.0286,1.447,null,null,542340,1,1,Bot,null,null,,,488771,,190420_202012,6.9718,-122.2381,-3.917,-10.1085,24.1552,-26.7252,3.4781,1.4596,null,null,null,83.579,1685,6.014,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.4852,null,null,null,null,null,null,null,6,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,4/20/2019,84.6,-3.4504,5.4756,Jose Berrios,596105,621244,null,blocked_ball,,,,,13,null,R,L,R,BAL,MIN,B,null,null,0,1,2019,-1.1299,0.1195,-0.377,0.3895,null,null,542340,1,1,Bot,null,null,,,488771,,190420_201859,9.3508,-122.8087,-5.6958,-13.1846,23.9875,-30.0822,3.4781,1.6262,null,null,null,84.213,1779,6.139,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.3607,null,null,null,null,null,null,null,6,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FT,4/20/2019,92,-3.3326,5.6116,Jose Berrios,596105,621244,null,called_strike,,,,,4,null,R,L,R,BAL,MIN,S,null,null,0,0,2019,-1.0962,1.0778,-0.5607,2.5838,null,null,542340,1,1,Bot,null,null,,,488771,,190420_201838,9.3544,-133.5694,-4.126,-15.0531,28.4386,-18.6723,3.4781,1.5707,null,null,null,91.689,2111,6.202,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.2973,null,null,null,null,null,null,null,6,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CU,4/20/2019,82.3,-3.3464,5.5765,Jose Berrios,641820,621244,field_out,hit_into_play,,,,,14,Trey Mancini pops out to second baseman Jonathan Schoop.  ,R,R,R,BAL,MIN,X,4,popup,1,2,2019,1.0706,-0.0557,0.9338,1.7374,null,null,542340,0,1,Bot,165.18,142.06,,,488771,,190420_201758,7.6114,-119.7066,-2.1252,8.8933,20.61,-32.5522,3.64,1.68,168,68.9,55.8,82.01,2359,5.878,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.622,0.068,0.059,0,1,0,0,3,5,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
CU,4/20/2019,81.4,-3.3641,5.6328,Jose Berrios,641820,621244,null,foul,,,,,5,null,R,R,R,BAL,MIN,S,null,null,1,1,2019,1.1594,-0.2595,0.2548,2.3384,null,null,542340,0,1,Bot,null,null,,,488771,,190420_201653,5.8784,-118.36,-0.298,9.4988,22.7355,-34.7484,3.64,1.68,164,62.7,38.1,80.38,2197,5.645,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.8547,null,null,null,null,null,null,null,5,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FF,4/20/2019,92.1,-3.3171,5.5903,Jose Berrios,641820,621244,null,foul_tip,,,,,8,null,R,R,R,BAL,MIN,S,null,null,1,0,2019,-0.5461,1.1932,-0.2042,1.9588,null,null,542340,0,1,Bot,null,null,,,488771,,190420_201628,9.0932,-133.8353,-5.9916,-8.4589,27.4438,-16.7373,3.64,1.68,null,null,null,92.33,2321,6.391,564938,621244,488771,553902,570731,503556,593871,592696,621439,595909,54.1085,null,null,null,null,null,null,null,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
